Age,Rating,Weather_conditions,Traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance,Preparation_Time,Delivery_Time
24.0,4.8,Cloudy,0,1,Drinks,motorcycle,0.0,0,Metropolitian,17,4.631778694091427,10.0,7.0
31.0,4.7,Sunny,3,2,Meal,scooter,0.0,0,Urban,24,16.72143013885536,5.0,19.0
30.0,4.5,Windy,3,2,Snack,electric_scooter,1.0,0,Metropolitian,32,13.972053024557594,5.0,27.0
32.0,4.9,Stormy,3,0,Snack,motorcycle,1.0,0,Metropolitian,39,10.865409153294227,15.0,24.0
37.0,4.9,Sunny,2,0,Meal,motorcycle,1.0,0,Urban,21,6.058919182290143,5.0,16.0
37.0,4.5,Sunny,1,1,Meal,motorcycle,1.0,0,Urban,20,7.7901565957028485,15.0,5.0
24.0,4.7,Cloudy,1,0,Snack,motorcycle,2.0,0,Urban,42,10.641928366460489,5.0,37.0
23.0,4.2,Windy,0,0,Drinks,motorcycle,1.0,0,Urban,17,4.663544352411129,5.0,12.0
23.0,4.6,Sandstorms,3,0,Snack,motorcycle,1.0,0,Metropolitian,30,13.622067322393534,10.0,20.0
20.0,4.3,Windy,0,0,Meal,motorcycle,0.0,0,Metropolitian,16,1.5580865162468949,5.0,11.0
23.0,4.4,Fog,3,1,Buffet,scooter,1.0,0,Metropolitian,40,19.34359866677065,10.0,30.0
23.0,4.9,Windy,3,1,Meal,motorcycle,1.0,0,Metropolitian,26,7.683850219127101,5.0,21.0
28.0,4.9,Sandstorms,3,0,Meal,motorcycle,1.0,0,Urban,29,12.241187680095159,5.0,24.0
35.0,4.8,Cloudy,1,2,Buffet,scooter,0.0,0,Metropolitian,44,13.63122853449607,10.0,34.0
30.0,4.9,Sandstorms,0,1,Snack,motorcycle,1.0,0,Metropolitian,22,20.252959556511744,10.0,12.0
28.0,4.6,Windy,1,1,Buffet,scooter,0.0,0,Metropolitian,21,9.077679565695691,5.0,16.0
21.0,4.7,Fog,1,2,Meal,electric_scooter,0.0,0,Metropolitian,32,16.385802266862793,10.0,22.0
29.0,4.1,Sandstorms,1,0,Snack,motorcycle,1.0,0,Metropolitian,34,16.83046129455743,10.0,24.0
25.0,4.7,Cloudy,3,2,Buffet,scooter,0.0,0,Urban,38,17.13751702263965,5.0,33.0
34.0,4.7,Stormy,1,1,Drinks,motorcycle,1.0,0,Metropolitian,28,13.968842021961057,10.0,18.0
21.0,5.0,Sandstorms,1,1,Meal,scooter,1.0,0,Urban,24,6.0545276744805365,15.0,9.0
39.0,4.6,Fog,1,1,Buffet,scooter,1.0,0,Metropolitian,15,7.68415541716559,5.0,10.0
36.0,5.0,Cloudy,3,0,Snack,motorcycle,0.0,0,Metropolitian,28,4.561112369847916,10.0,18.0
28.0,4.7,Fog,3,0,Meal,motorcycle,1.0,0,Metropolitian,25,4.528289130580048,10.0,15.0
22.0,4.9,Stormy,1,2,Buffet,electric_scooter,1.0,0,Metropolitian,20,6.147404652636644,10.0,10.0
28.0,4.1,Fog,2,2,Buffet,motorcycle,0.0,0,Metropolitian,32,6.208803959900089,10.0,22.0
27.0,4.9,Stormy,3,2,Snack,scooter,1.0,0,Urban,21,9.315024038998043,15.0,6.0
26.0,4.1,Windy,0,0,Snack,motorcycle,1.0,0,Metropolitian,23,9.220550607824233,5.0,18.0
27.0,4.7,Sandstorms,0,2,Snack,electric_scooter,0.0,0,Metropolitian,13,4.6105980334862275,10.0,3.0
28.0,4.7,Stormy,0,1,Snack,scooter,1.0,0,Metropolitian,18,1.5263832936835362,10.0,8.0
20.0,4.6,Cloudy,0,2,Meal,scooter,0.0,0,Urban,12,3.0182264849996012,5.0,7.0
33.0,4.9,Windy,1,2,Drinks,scooter,1.0,0,Metropolitian,24,19.914688541860013,10.0,14.0
27.0,4.8,Sandstorms,3,1,Buffet,scooter,0.0,0,Metropolitian,23,12.256076445468295,5.0,18.0
26.0,4.9,Windy,1,2,Drinks,scooter,1.0,0,Urban,27,12.100079055614344,15.0,12.0
31.0,4.4,Windy,3,2,Snack,motorcycle,1.0,0,Metropolitian,41,13.829019124454268,10.0,31.0
35.0,4.8,Sunny,0,2,Snack,scooter,1.0,0,Metropolitian,29,16.635223376953338,5.0,24.0
32.0,4.0,Sandstorms,2,0,Meal,motorcycle,1.0,0,Metropolitian,38,6.209442398392529,10.0,28.0
31.0,5.0,Sunny,0,2,Snack,scooter,0.0,0,Urban,11,3.105144913226864,10.0,1.0
23.0,4.8,Windy,0,1,Meal,motorcycle,0.0,0,Urban,10,3.1048037532854496,10.0,0.0
36.0,4.9,Cloudy,1,2,Buffet,electric_scooter,1.0,0,Metropolitian,36,14.044169821640054,10.0,26.0
32.0,5.0,Fog,2,0,Drinks,motorcycle,1.0,0,Metropolitian,27,9.220209378254708,10.0,17.0
23.0,4.9,Cloudy,3,1,Meal,motorcycle,2.0,0,Metropolitian,43,20.253686339517458,15.0,28.0
26.0,4.6,Cloudy,3,1,Meal,scooter,1.0,0,Metropolitian,27,9.121796528794311,10.0,17.0
24.0,4.5,Cloudy,0,2,Buffet,scooter,0.0,0,Metropolitian,16,3.108983787513406,10.0,6.0
28.0,4.9,Windy,0,2,Meal,scooter,0.0,0,Metropolitian,17,4.657591594952301,5.0,12.0
29.0,4.8,Cloudy,1,1,Drinks,motorcycle,0.0,0,Metropolitian,10,4.717601092054723,15.0,-5.0
33.0,4.9,Cloudy,0,2,Buffet,scooter,1.0,0,Metropolitian,27,19.76089839940378,10.0,17.0
37.0,4.7,Stormy,1,1,Meal,scooter,1.0,0,Metropolitian,27,16.983521006781764,5.0,22.0
24.0,5.0,Stormy,1,2,Snack,motorcycle,1.0,0,Metropolitian,23,7.646414103068861,5.0,18.0
22.0,4.6,Cloudy,3,0,Meal,motorcycle,3.0,1,Metropolitian,49,20.205786629218007,5.0,44.0
38.0,3.9,Sandstorms,3,2,Snack,scooter,1.0,0,Metropolitian,33,12.58026782240096,15.0,18.0
22.0,4.8,Sandstorms,3,0,Drinks,motorcycle,1.0,0,Metropolitian,20,8.810838587370053,10.0,10.0
33.0,4.6,Fog,3,1,Snack,motorcycle,2.0,0,Metropolitian,46,16.38489468676721,10.0,36.0
35.0,4.8,Sunny,2,0,Buffet,motorcycle,1.0,0,Metropolitian,26,6.037614687084906,5.0,21.0
39.0,4.5,Windy,1,2,Meal,electric_scooter,1.0,0,Metropolitian,23,13.973947080769717,15.0,8.0
31.0,4.7,Sunny,1,2,Meal,motorcycle,1.0,0,Metropolitian,17,4.663432062512584,5.0,12.0
30.0,4.8,Windy,1,2,Meal,electric_scooter,1.0,0,Metropolitian,26,16.65990378949706,10.0,16.0
38.0,4.7,Windy,0,0,Drinks,motorcycle,1.0,0,Metropolitian,20,12.42069253996503,10.0,10.0
34.0,4.8,Windy,3,1,Meal,scooter,1.0,0,Metropolitian,33,7.6016147383215875,5.0,28.0
31.0,4.1,Windy,3,1,Snack,motorcycle,1.0,0,Metropolitian,36,16.63541627418215,15.0,21.0
37.0,4.0,Stormy,3,0,Snack,motorcycle,2.0,0,Metropolitian,40,4.537647566708254,10.0,30.0
27.0,4.7,Cloudy,3,2,Buffet,motorcycle,0.0,0,Metropolitian,30,4.539068203248639,10.0,20.0
33.0,4.4,Cloudy,3,2,Snack,motorcycle,1.0,0,Metropolitian,47,17.074116110019784,10.0,37.0
30.0,4.0,Stormy,1,2,Drinks,scooter,0.0,0,Metropolitian,33,7.546670729116101,5.0,28.0
34.0,4.9,Sunny,2,0,Snack,motorcycle,0.0,0,Metropolitian,27,3.116212741612218,10.0,17.0
38.0,4.0,Stormy,1,1,Meal,scooter,1.0,0,Metropolitian,32,8.988054588843244,10.0,22.0
35.0,4.4,Cloudy,3,2,Meal,scooter,1.0,1,Metropolitian,47,10.586824027282614,10.0,37.0
37.0,4.6,Sandstorms,0,2,Drinks,scooter,1.0,0,Metropolitian,27,2.9795987013420318,10.0,17.0
27.0,5.0,Cloudy,1,0,Snack,motorcycle,1.0,0,Metropolitian,26,6.176331704964459,10.0,16.0
33.0,4.1,Sandstorms,3,0,Snack,motorcycle,1.0,1,Metropolitian,48,13.582342704260105,5.0,43.0
23.0,4.7,Stormy,1,1,Buffet,scooter,0.0,0,Metropolitian,24,6.050355980667947,15.0,9.0
38.0,5.0,Sunny,3,1,Snack,scooter,0.0,0,Metropolitian,22,13.828140500409722,5.0,17.0
32.0,4.0,Sandstorms,0,0,Meal,motorcycle,0.0,0,Metropolitian,21,1.5526496306637072,15.0,6.0
32.0,4.7,Sunny,2,0,Drinks,motorcycle,1.0,0,Metropolitian,28,6.051989448511275,15.0,13.0
22.0,4.4,Stormy,0,0,Buffet,motorcycle,1.0,0,Urban,19,8.929054495274071,5.0,14.0
20.0,4.7,Windy,3,2,Buffet,scooter,1.0,0,Metropolitian,29,16.59765942033505,5.0,24.0
21.0,4.9,Stormy,0,2,Drinks,motorcycle,1.0,0,Metropolitian,14,13.583068670275285,15.0,-1.0
32.0,4.6,Cloudy,1,0,Snack,motorcycle,1.0,0,Metropolitian,33,7.772282029629311,10.0,23.0
31.0,4.9,Sandstorms,3,1,Drinks,scooter,0.0,0,Metropolitian,29,9.314044064891696,15.0,14.0
26.0,4.9,Stormy,0,1,Drinks,scooter,1.0,0,Urban,11,14.15280068944862,10.0,1.0
25.0,5.0,Sunny,0,1,Buffet,motorcycle,1.0,0,Metropolitian,27,13.680987399157162,10.0,17.0
33.0,4.7,Cloudy,1,0,Drinks,motorcycle,1.0,0,Metropolitian,41,12.58026782240096,15.0,26.0
23.0,4.7,Fog,3,2,Snack,scooter,2.0,0,Metropolitian,44,20.176709024393567,15.0,29.0
36.0,4.3,Stormy,3,2,Drinks,scooter,1.0,0,Urban,35,19.363385329656776,15.0,20.0
34.0,4.7,Sandstorms,1,2,Meal,motorcycle,1.0,0,Metropolitian,28,4.560961191343599,5.0,23.0
28.0,4.6,Cloudy,1,0,Buffet,motorcycle,1.0,0,Metropolitian,23,7.6486901013625275,5.0,18.0
24.0,4.6,Fog,3,0,Buffet,motorcycle,1.0,0,Urban,29,9.435201537430713,10.0,19.0
35.0,4.9,Windy,0,2,Buffet,scooter,1.0,0,Urban,15,13.973182653917394,10.0,5.0
36.0,4.8,Sandstorms,1,2,Drinks,motorcycle,0.0,0,Metropolitian,27,6.210543032489626,5.0,22.0
23.0,4.8,Stormy,3,1,Meal,motorcycle,0.0,0,Metropolitian,16,7.8626681674103684,15.0,1.0
27.0,4.6,Sunny,1,1,Meal,scooter,1.0,0,Urban,12,4.464808750409879,15.0,-3.0
33.0,4.0,Sandstorms,0,0,Buffet,motorcycle,1.0,0,Metropolitian,31,4.469027394505617,10.0,21.0
28.0,4.5,Stormy,3,1,Meal,motorcycle,1.0,0,Metropolitian,27,16.849939918016496,15.0,12.0
24.0,4.9,Windy,3,2,Drinks,electric_scooter,0.0,0,Metropolitian,26,12.418408999826822,15.0,11.0
24.0,4.4,Stormy,2,0,Buffet,motorcycle,1.0,0,Metropolitian,35,3.1091253358399578,10.0,25.0
27.0,4.6,Stormy,0,2,Snack,electric_scooter,0.0,0,Urban,15,11.9165950600701,5.0,10.0
27.0,4.8,Cloudy,1,1,Meal,motorcycle,0.0,0,Urban,11,9.055361318453961,10.0,1.0
31.0,4.8,Stormy,0,1,Meal,motorcycle,1.0,0,Metropolitian,26,12.58026782240096,10.0,16.0
32.0,4.8,Cloudy,1,0,Meal,motorcycle,0.0,0,Metropolitian,48,14.15280068944862,10.0,38.0
27.0,4.1,Windy,0,0,Snack,motorcycle,0.0,0,Urban,16,1.5582406301371106,10.0,6.0
30.0,4.7,Cloudy,3,2,Drinks,scooter,2.0,0,Metropolitian,36,12.162428272788048,10.0,26.0
24.0,4.6,Windy,0,0,Meal,motorcycle,0.0,0,Metropolitian,18,10.756185975480651,5.0,13.0
39.0,4.8,Stormy,3,0,Meal,motorcycle,1.0,0,Metropolitian,39,12.362235031113327,5.0,34.0
32.0,4.2,Windy,1,0,Snack,motorcycle,1.0,0,Metropolitian,36,14.15280068944862,10.0,26.0
28.0,4.5,Sandstorms,3,2,Buffet,motorcycle,1.0,0,Metropolitian,22,13.40635545530559,15.0,7.0
33.0,4.1,Sandstorms,0,0,Snack,motorcycle,0.0,0,Urban,28,1.536864059415262,15.0,13.0
22.0,4.9,Cloudy,1,0,Meal,motorcycle,1.0,0,Metropolitian,30,10.880650831531838,15.0,15.0
22.0,4.6,Fog,0,0,Buffet,motorcycle,1.0,0,Urban,21,20.176811965426136,10.0,11.0
29.0,4.8,Fog,0,0,Drinks,motorcycle,1.0,0,Urban,24,20.183799025948787,15.0,9.0
29.0,4.7,Windy,1,0,Drinks,motorcycle,1.0,0,Metropolitian,38,13.78666969363518,10.0,28.0
34.0,4.7,Stormy,2,2,Drinks,electric_scooter,1.0,0,Metropolitian,34,3.0405415100027917,15.0,19.0
30.0,3.6,Sandstorms,3,2,Snack,scooter,2.0,0,Metropolitian,37,13.583068670275285,10.0,27.0
23.0,4.7,Stormy,2,0,Drinks,motorcycle,1.0,0,Urban,38,3.0585514953413155,15.0,23.0
22.0,4.7,Sandstorms,1,1,Drinks,motorcycle,1.0,0,Metropolitian,22,6.290134677634678,10.0,12.0
20.0,4.4,Cloudy,3,1,Drinks,motorcycle,1.0,0,Metropolitian,32,12.417003842687146,15.0,17.0
25.0,4.9,Sunny,3,2,Snack,motorcycle,1.0,0,Metropolitian,10,7.452607659561829,10.0,0.0
29.0,4.7,Sandstorms,0,1,Snack,scooter,0.0,0,Metropolitian,13,1.5523182877499084,10.0,3.0
38.0,4.8,Windy,0,2,Meal,electric_scooter,1.0,0,Urban,23,2.9795405223586338,10.0,13.0
31.0,4.8,Sunny,0,1,Meal,scooter,1.0,0,Metropolitian,29,11.983323050924776,10.0,19.0
32.0,4.8,Cloudy,1,2,Snack,scooter,1.0,0,Metropolitian,15,4.717601092054723,5.0,10.0
24.0,4.6,Fog,0,1,Snack,scooter,0.0,0,Metropolitian,12,3.0201605229873048,5.0,7.0
21.0,4.9,Cloudy,3,2,Buffet,motorcycle,2.0,0,Urban,41,13.405883851779583,15.0,26.0
38.0,4.8,Sunny,0,1,Meal,motorcycle,1.0,0,Metropolitian,11,3.104827485600479,10.0,1.0
37.0,4.5,Fog,0,1,Drinks,scooter,1.0,0,Urban,16,3.145067434621583,10.0,6.0
29.0,4.8,Stormy,3,0,Drinks,motorcycle,1.0,0,Metropolitian,17,4.674143698976439,5.0,12.0
38.0,4.1,Sandstorms,1,0,Drinks,motorcycle,2.0,0,Metropolitian,40,10.587732954177069,10.0,30.0
32.0,4.4,Fog,3,2,Meal,scooter,1.0,0,Metropolitian,31,9.07484893630857,5.0,26.0
35.0,4.5,Fog,0,0,Snack,motorcycle,0.0,0,Urban,23,1.5321547990764783,10.0,13.0
37.0,4.7,Sunny,0,2,Meal,scooter,0.0,0,Metropolitian,11,4.589834614418373,10.0,1.0
39.0,4.7,Sunny,3,2,Buffet,scooter,1.0,0,Metropolitian,29,19.660674820590273,10.0,19.0
20.0,4.8,Windy,1,2,Drinks,scooter,1.0,0,Metropolitian,19,20.50694414817788,10.0,9.0
33.0,5.0,Sandstorms,0,0,Meal,motorcycle,1.0,0,Metropolitian,27,19.975741216257433,10.0,17.0
21.0,4.6,Sunny,3,2,Buffet,scooter,1.0,0,Urban,16,9.192703790075944,10.0,6.0
38.0,4.7,Stormy,0,2,Snack,scooter,1.0,0,Urban,15,13.428939356135642,15.0,0.0
34.0,5.0,Stormy,1,2,Meal,scooter,0.0,0,Metropolitian,25,4.469620875558295,10.0,15.0
20.0,4.8,Windy,1,2,Snack,scooter,0.0,0,Metropolitian,24,6.1186308844114,10.0,14.0
39.0,4.9,Sandstorms,1,0,Buffet,motorcycle,1.0,0,Metropolitian,43,10.86671605798691,15.0,28.0
23.0,4.6,Fog,2,0,Meal,motorcycle,1.0,0,Urban,25,1.5204186010643506,10.0,15.0
39.0,4.7,Stormy,0,2,Snack,scooter,1.0,0,Metropolitian,15,10.924344981907156,10.0,5.0
34.0,4.6,Windy,2,1,Meal,motorcycle,1.0,0,Metropolitian,25,3.1089751947120248,5.0,20.0
25.0,4.8,Sandstorms,1,0,Meal,motorcycle,1.0,0,Metropolitian,35,19.362580183465894,15.0,20.0
26.0,4.6,Cloudy,0,0,Drinks,motorcycle,0.0,0,Metropolitian,22,10.642283429605715,10.0,12.0
21.0,5.0,Cloudy,3,2,Snack,scooter,2.0,0,Metropolitian,41,13.97014466545326,15.0,26.0
37.0,4.3,Stormy,1,0,Meal,motorcycle,1.0,0,Urban,33,5.958759869151131,5.0,28.0
21.0,4.8,Windy,3,2,Snack,scooter,0.0,0,Metropolitian,22,11.007734763744619,5.0,17.0
34.0,4.6,Cloudy,1,0,Buffet,motorcycle,1.0,0,Metropolitian,27,6.2323920207909005,10.0,17.0
38.0,4.9,Sunny,0,2,Meal,electric_scooter,1.0,0,Urban,18,3.025345653222032,10.0,8.0
36.0,4.7,Windy,1,0,Drinks,motorcycle,1.0,0,Metropolitian,30,10.42769256917753,15.0,15.0
36.0,4.9,Fog,0,0,Snack,motorcycle,1.0,0,Metropolitian,40,16.720582121841456,10.0,30.0
33.0,5.0,Fog,0,0,Snack,motorcycle,1.0,0,Metropolitian,44,12.073551890748645,15.0,29.0
32.0,4.3,Cloudy,1,2,Meal,scooter,1.0,0,Metropolitian,33,13.762197002525635,15.0,18.0
26.0,4.9,Fog,1,0,Meal,motorcycle,1.0,0,Metropolitian,37,16.8253834049009,10.0,27.0
36.0,4.0,Stormy,2,0,Buffet,motorcycle,1.0,0,Metropolitian,31,3.064210028101302,10.0,21.0
26.0,4.8,Windy,2,2,Meal,motorcycle,1.0,0,Metropolitian,28,1.5725337292863206,10.0,18.0
21.0,4.6,Cloudy,1,2,Buffet,scooter,0.0,0,Urban,13,6.218153086065015,5.0,8.0
20.0,4.7,Fog,0,0,Buffet,motorcycle,1.0,0,Metropolitian,19,9.220209378254708,15.0,4.0
21.0,4.8,Stormy,3,0,Snack,motorcycle,0.0,0,Urban,39,10.71119152154572,10.0,29.0
22.0,5.0,Cloudy,0,1,Meal,scooter,1.0,0,Metropolitian,20,10.724956120302584,15.0,5.0
30.0,4.2,Windy,1,0,Buffet,motorcycle,1.0,0,Metropolitian,37,16.384900933459228,10.0,27.0
33.0,3.7,Windy,3,1,Snack,scooter,1.0,0,Metropolitian,33,14.15280068944862,10.0,23.0
39.0,3.6,Fog,0,1,Snack,scooter,1.0,0,Metropolitian,38,19.688324335752394,5.0,33.0
29.0,4.5,Fog,3,0,Buffet,motorcycle,2.0,0,Metropolitian,44,11.937046205544908,10.0,34.0
37.0,4.9,Fog,3,1,Buffet,scooter,1.0,0,Urban,25,9.175565157006737,5.0,20.0
28.0,3.5,Sunny,0,1,Meal,motorcycle,1.0,0,Metropolitian,31,19.661310204458474,10.0,21.0
26.0,4.9,Cloudy,3,1,Snack,scooter,1.0,0,Metropolitian,36,12.11655916281721,5.0,31.0
24.0,4.8,Sandstorms,2,0,Meal,motorcycle,1.0,0,Metropolitian,36,3.116148933802629,10.0,26.0
26.0,4.9,Fog,0,0,Snack,motorcycle,0.0,0,Metropolitian,20,19.761706467413592,5.0,15.0
23.0,4.8,Sandstorms,3,2,Drinks,scooter,0.0,0,Urban,23,7.449051156906713,15.0,8.0
27.0,4.6,Cloudy,3,2,Snack,scooter,1.0,0,Metropolitian,29,4.544085706303389,15.0,14.0
27.0,4.7,Windy,0,2,Drinks,scooter,1.0,0,Metropolitian,16,1.5095756042667012,15.0,1.0
31.0,4.3,Sunny,3,0,Drinks,motorcycle,1.0,0,Metropolitian,31,12.419794286435744,10.0,21.0
21.0,4.0,Cloudy,3,2,Buffet,electric_scooter,1.0,0,Metropolitian,35,13.631440268080546,10.0,25.0
28.0,4.7,Stormy,1,0,Drinks,motorcycle,0.0,0,Metropolitian,20,6.128757701629757,10.0,10.0
35.0,4.2,Windy,2,1,Drinks,motorcycle,2.0,0,Metropolitian,34,3.0405702571576674,15.0,19.0
31.0,4.7,Sunny,1,1,Drinks,scooter,0.0,0,Urban,23,20.830884959532998,10.0,13.0
26.0,4.7,Stormy,0,2,Snack,electric_scooter,0.0,0,Metropolitian,19,3.01882678715419,10.0,9.0
32.0,4.8,Cloudy,0,0,Snack,motorcycle,1.0,0,Metropolitian,25,4.596666925181527,5.0,20.0
36.0,4.5,Cloudy,1,0,Snack,motorcycle,2.0,0,Metropolitian,36,12.435256015114375,10.0,26.0
24.0,4.5,Stormy,0,0,Buffet,motorcycle,1.0,0,Metropolitian,19,10.587588203123412,15.0,4.0
30.0,4.7,Stormy,3,1,Meal,motorcycle,1.0,0,Metropolitian,30,4.39541794892745,5.0,25.0
26.0,4.7,Fog,2,1,Snack,motorcycle,1.0,0,Metropolitian,33,2.9794969556315394,5.0,28.0
24.0,4.6,Windy,0,2,Snack,electric_scooter,0.0,0,Metropolitian,11,1.5527578022548725,5.0,6.0
30.0,4.3,Stormy,0,0,Meal,motorcycle,1.0,0,Metropolitian,30,9.220368460607467,5.0,25.0
33.0,4.7,Sandstorms,1,2,Drinks,scooter,1.0,0,Urban,24,10.867366120252033,5.0,19.0
37.0,5.0,Sunny,0,2,Snack,scooter,0.0,0,Metropolitian,15,20.253258047708663,10.0,5.0
35.0,4.6,Windy,0,2,Snack,motorcycle,1.0,0,Urban,23,1.560671234748265,10.0,13.0
24.0,3.1,Sunny,0,2,Meal,scooter,1.0,0,Metropolitian,31,12.421212735966002,15.0,16.0
34.0,4.7,Cloudy,1,0,Meal,motorcycle,1.0,0,Metropolitian,36,14.15280068944862,10.0,26.0
37.0,4.8,Windy,3,2,Buffet,scooter,1.0,0,Metropolitian,30,10.593374673263735,10.0,20.0
30.0,4.9,Fog,2,2,Meal,scooter,1.0,0,Urban,27,1.5606496923639468,10.0,17.0
36.0,4.1,Cloudy,3,0,Snack,motorcycle,2.0,0,Metropolitian,34,7.546781220484458,10.0,24.0
28.0,4.6,Windy,0,1,Buffet,scooter,0.0,0,Metropolitian,12,10.280582064621875,10.0,2.0
27.0,4.7,Stormy,3,0,Snack,motorcycle,1.0,0,Metropolitian,24,7.761498257466441,10.0,14.0
25.0,4.2,Cloudy,3,2,Buffet,electric_scooter,0.0,0,Urban,34,17.13737798601516,10.0,24.0
26.0,5.0,Sunny,3,2,Drinks,electric_scooter,0.0,0,Urban,15,4.53754359959467,10.0,5.0
30.0,4.8,Cloudy,0,0,Snack,motorcycle,1.0,0,Metropolitian,26,3.1088209178699793,10.0,16.0
33.0,5.0,Windy,1,2,Snack,motorcycle,1.0,0,Metropolitian,28,6.217824017922212,15.0,13.0
33.0,4.3,Fog,1,2,Snack,scooter,1.0,0,Metropolitian,35,13.969760212954796,10.0,25.0
29.0,4.9,Sandstorms,3,2,Meal,scooter,0.0,0,Metropolitian,23,9.314965469327513,5.0,18.0
21.0,4.7,Stormy,3,2,Meal,scooter,1.0,0,Metropolitian,23,4.5379053231429145,10.0,13.0
27.0,4.5,Fog,3,0,Meal,motorcycle,3.0,0,Metropolitian,42,19.890503583967206,15.0,27.0
25.0,4.7,Stormy,1,1,Snack,motorcycle,1.0,0,Urban,22,9.088013799330469,5.0,17.0
30.0,3.6,Windy,1,1,Meal,scooter,1.0,0,Metropolitian,35,12.232070021478211,10.0,25.0
37.0,4.8,Sunny,0,0,Drinks,motorcycle,0.0,0,Metropolitian,20,16.852118690780628,10.0,10.0
36.0,4.9,Sandstorms,2,1,Meal,motorcycle,1.0,0,Metropolitian,27,6.080891507842322,5.0,22.0
25.0,4.3,Fog,3,1,Drinks,scooter,2.0,0,Metropolitian,33,20.557590810035762,15.0,18.0
36.0,4.7,Windy,0,1,Buffet,motorcycle,1.0,0,Metropolitian,19,20.182685858169084,10.0,9.0
38.0,4.4,Cloudy,3,1,Drinks,motorcycle,1.0,0,Metropolitian,49,20.182482607604513,15.0,34.0
21.0,4.8,Stormy,3,2,Meal,motorcycle,1.0,0,Metropolitian,29,4.674333788013509,15.0,14.0
30.0,4.7,Cloudy,1,0,Snack,motorcycle,1.0,1,Metropolitian,47,13.682511992314726,15.0,32.0
39.0,5.0,Stormy,3,0,Buffet,motorcycle,2.0,1,Metropolitian,54,10.866360907886408,5.0,49.0
23.0,4.5,Cloudy,3,1,Snack,motorcycle,1.0,0,Urban,29,4.537571350180709,15.0,14.0
24.0,4.4,Sandstorms,0,0,Snack,motorcycle,0.0,0,Metropolitian,15,9.315028811002955,10.0,5.0
20.0,4.7,Fog,0,1,Snack,motorcycle,1.0,0,Metropolitian,26,10.905970180191666,15.0,11.0
28.0,5.0,Cloudy,3,0,Buffet,motorcycle,0.0,0,Metropolitian,28,7.761160094160204,10.0,18.0
33.0,5.0,Stormy,1,2,Snack,scooter,1.0,0,Metropolitian,21,10.485499560424321,10.0,11.0
29.0,4.5,Sandstorms,1,0,Drinks,motorcycle,1.0,0,Metropolitian,23,19.659851482292062,10.0,13.0
22.0,4.6,Sunny,0,0,Buffet,motorcycle,1.0,0,Metropolitian,26,19.975696041451314,5.0,21.0
35.0,4.8,Sandstorms,2,1,Snack,motorcycle,1.0,0,Metropolitian,26,3.059554247595471,10.0,16.0
37.0,4.9,Fog,3,1,Snack,scooter,1.0,0,Urban,35,4.610285665960067,5.0,30.0
33.0,4.8,Sunny,0,2,Snack,scooter,0.0,0,Urban,11,3.0268459094260796,10.0,1.0
23.0,4.8,Stormy,3,2,Snack,scooter,1.0,0,Urban,18,16.646545996493984,10.0,8.0
29.0,4.7,Fog,1,1,Snack,scooter,1.0,0,Metropolitian,34,12.257687886802879,10.0,24.0
24.0,4.7,Sandstorms,0,1,Drinks,motorcycle,1.0,0,Urban,10,11.936655706668688,5.0,5.0
24.0,5.0,Fog,3,0,Snack,motorcycle,2.0,1,Metropolitian,42,13.830282747997192,5.0,37.0
26.0,4.3,Cloudy,1,1,Buffet,motorcycle,1.0,0,Metropolitian,37,11.007734763744619,10.0,27.0
31.0,4.6,Sunny,1,2,Meal,motorcycle,1.0,0,Urban,21,6.1198667120156145,15.0,6.0
32.0,3.8,Windy,3,2,Snack,electric_scooter,2.0,0,Metropolitian,38,11.937006781135741,10.0,28.0
29.0,5.0,Cloudy,3,2,Snack,electric_scooter,0.0,0,Metropolitian,26,4.717601092054723,15.0,11.0
30.0,4.7,Stormy,2,2,Drinks,scooter,1.0,0,Metropolitian,26,1.53691398960797,10.0,16.0
36.0,4.9,Windy,1,2,Meal,scooter,1.0,0,Metropolitian,26,19.363385329656776,10.0,16.0
34.0,4.7,Sandstorms,0,2,Meal,scooter,0.0,0,Metropolitian,27,17.098467518755893,10.0,17.0
27.0,4.6,Windy,1,2,Meal,electric_scooter,0.0,0,Metropolitian,23,10.602497166339631,10.0,13.0
36.0,4.9,Sunny,2,2,Meal,motorcycle,0.0,0,Metropolitian,21,6.128684140033282,15.0,6.0
39.0,5.0,Sandstorms,1,0,Meal,motorcycle,1.0,0,Urban,37,5.959266895919677,10.0,27.0
36.0,4.6,Sunny,1,1,Snack,scooter,1.0,0,Metropolitian,18,7.441031749342314,5.0,13.0
35.0,4.6,Windy,3,0,Snack,motorcycle,1.0,0,Metropolitian,46,12.29361121840287,10.0,36.0
34.0,4.4,Cloudy,3,1,Drinks,scooter,0.0,0,Metropolitian,49,10.7555029596215,15.0,34.0
28.0,4.6,Fog,0,1,Meal,scooter,1.0,0,Metropolitian,23,13.785027203355993,10.0,13.0
29.0,4.8,Stormy,2,0,Meal,motorcycle,0.0,0,Urban,22,6.232341754608859,15.0,7.0
36.0,4.8,Sunny,0,2,Snack,scooter,0.0,0,Metropolitian,11,3.0640094555094217,10.0,1.0
29.0,4.7,Sandstorms,0,2,Snack,scooter,0.0,0,Metropolitian,11,19.688565914789702,15.0,-4.0
